Kode,Nama,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,?-karoten,Karoten,Thiamin,Riboflavin,Niasin,Vitamin C,BDD,Olahan,Makanan,TKPI 2019
CP006,"Kacang kedelai, goreng",9.6,521.0,32.2,37.7,22.9,7.6,3.7,296.0,800.0,6.5,3.492,0.0,26.3,60.0,0.0,0.0,20.0,0.4,1.9,19.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP007,"Kacang kedelai, rebus",56.8,189.0,20.2,8.2,12.7,1.6,2.1,91.0,270.0,3.9,181.0,615.0,1.3,3.7,0.0,4.0,15.0,0.2,0.04,0.5,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP008,"Kacang merah kering, rebus",59.6,158.0,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.27,1.5,0.0,0.0,0.0,0.2,0.09,0.8,0.0,100.0,Olahan,Kacang,KZGPI-l990
CP009,"Kacang merah segar, rebus",63.1,144.0,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.27,1.5,0.0,0.0,0.0,0.1,0.08,0.7,0.0,100.0,Olahan,Kacang,KZGPI-l990
CP010,"Kacang mete/biji jambu monyet, goreng",1.0,629.0,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.7,5.4,0.0,5.0,0.0,0.37,0.22,1.8,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP011,Kacang tanah rebus dg kulit,40.2,360.0,13.5,31.2,12.8,0.0,2.3,42.0,177.0,1.4,32.0,483.0,1.6,2.0,0.0,0.0,0.0,0.44,0.13,9.0,5.0,43.0,Olahan,Kacang,DABM-1964
CP012,"Kacang tanah, goreng",2.5,564.0,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-l990
CP013,"Kacang tanah, rebus",62.1,220.0,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.78,2.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-l990
CP014,"Kacang tolo / tunggak, rebus",64.4,138.0,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.8,6.1,0.0,0.0,0.0,0.01,0.17,3.2,0.0,100.0,Olahan,Kacang,KZGPI-l990
CP015,Ampas kacang hijau,70.6,96.0,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP016,"Ampas tahu, mentah",84.1,67.0,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.17,0.5,0.0,0.0,0.0,0.06,0.02,0.1,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP017,Ampas tahu kukus,82.5,75.0,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP018,"Ampas tahu, kering",9.0,414.0,26.6,18.3,41.3,0.0,5.8,19.0,29.0,4.0,45.0,0.0,0.99,2.8,0.0,0.0,0.0,0.2,0.1,0.5,0.0,100.0,Olahan,Kacang,DABM-1964
CP019,Pepes oncom ampas tahu,80.9,76.0,5.2,1.8,10.6,2.2,1.5,215.0,66.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.11,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP020,Bungkil biji karet,12.0,333.0,29.3,3.3,50.0,0.0,29.4,102.0,660.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,DABM-1964
CP021,Bungkil kacang tanah,14.0,336.0,37.4,13.0,30.5,0.0,33.1,730.0,470.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,Olahan,Kacang,DABM-1964
CP022,Bungkil kelapa,16.0,368.0,23.0,15.0,40.0,0.0,38.0,137.0,433.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,8.9,0.0,100.0,Olahan,Kacang,DABM-1964
CP023,Dodol banjarmasin,17.3,368.0,2.6,8.6,70.0,0.5,1.5,51.0,180.0,3.3,48.0,96.0,0.4,2.6,0.0,0.0,0.0,0.04,0.07,2.3,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP024,Emping (kerupuk melinjo),13.0,345.0,12.0,1.5,71.5,0.0,28.0,100.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,Olahan,Kacang,DABM-1964
CP025,Emping komak,14.2,355.0,17.8,4.6,60.7,0.0,2.7,87.0,304.0,4.3,24.0,0.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP026,Enting-enting gepuk hello kity,2.4,538.0,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP027,Enting-enting gepuk kacang tanah,4.2,524.0,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.62,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP028,Enting-enting wijen,3.7,565.0,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.92,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP029,Geplak,29.6,350.0,1.4,14.4,53.6,1.8,1.0,151.0,43.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.02,0.8,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP030,Geplak jahe,12.4,462.0,3.1,24.4,57.7,3.3,2.5,212.0,161.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.12,0.0,0.1,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP031,Kacang atom,3.1,533.0,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP032,Kacang goyang,8.3,516.0,14.7,31.1,44.4,0.0,1.5,34.0,230.0,0.7,2.0,365.0,0.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP033,Kacang negara,3.1,480.0,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1.01,385.0,2.5,7.1,0.0,0.0,0.0,0.63,0.05,2.6,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP034,Kacang sukro,4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP035,Kacang tanah sari,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP036,Keju kacang tanah (peanut butter),3.0,590.0,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.57,2.7,0.0,0.0,0.0,0.3,0.2,16.2,0.0,100.0,Olahan,Kacang,DABM-1964
CP037,Kembang tahu,10.8,380.0,48.9,13.8,23.3,0.0,3.2,378.0,781.0,2.1,55.0,455.3,0.68,4.2,0.0,0.0,0.0,0.15,0.08,0.7,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP038,Kembang tahu rebus,79.8,90.0,10.7,4.0,4.7,0.0,0.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP039,Keripik oncom,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,1.13,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP040,Keripik tempe,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.35,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP041,Keripik tempe abadi besar,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP042,Keripik tempe abadi murni,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP043,Keripik tempe abadi sedang,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP044,Keripik tempe abadi telur,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP045,Keripik tempe abadi prima,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.38,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP046,Kwaci,9.9,515.0,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.65,9.7,0.0,0.0,0.0,0.02,0.19,0.3,0.0,35.0,Olahan,Kacang,DABM-1964
CP047,Melinjo emping tebal goreng manis,5.6,439.0,10.0,16.4,65.7,0.0,2.3,66.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP048,"Melinjo emping tebal, goreng asin",8.0,431.0,11.1,16.2,63.0,0.0,1.6,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP049,Melinjo emping tipis goreng,3.3,485.0,11.5,24.5,59.1,0.0,1.5,85.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP050,Moon tahu,79.9,128.0,8.0,10.0,1.3,0.2,0.8,205.0,92.0,2.5,393.0,0.0,0.0,0.0,131.0,0.0,5.3,0.46,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGMS-1993
CP051,Oncom,57.0,187.0,13.0,6.0,22.6,0.0,1.4,96.0,115.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.6,0.0,100.0,Olahan,Kacang,DABM-1964
CP052,Oncom ampas kacang hijau,13.4,376.0,14.9,6.0,65.7,12.3,1.7,199.0,110.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP053,Oncom kacang hijau + singkong,16.5,351.0,11.0,5.3,65.9,9.0,1.3,164.0,113.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP054,Oncom kacang tanah pepes,65.0,132.0,12.7,3.8,13.7,3.1,4.8,133.0,355.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.08,0.2,0.7,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP055,Rempeyek kacang tanah,3.9,513.0,17.5,32.5,44.3,1.7,1.8,65.0,202.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP056,Rempeyek kacang tolo,6.1,451.0,11.2,20.2,59.7,1.8,2.8,156.0,221.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP057,Rempeyek kacang uci,4.0,497.0,17.0,27.6,50.8,2.4,3.4,166.0,89.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP058,Sayur lebui,83.9,64.0,2.1,0.6,12.5,5.7,0.9,21.0,2.0,1.0,124.0,146.0,0.2,0.7,0.0,14.0,0.0,0.0,0.0,0.1,0.0,100.0,Olahan,Kacang,KZGMI-2001
CP059,"Saridele, bubuk",3.0,344.0,30.0,20.0,43.0,6.2,4.0,450.0,500.0,4.0,56.0,0.0,2.99,4.0,0.0,0.0,2.0,0.7,0.16,2.0,10.0,100.0,Olahan,Kacang,DABM-1964
CP060,Susu kedelai,87.0,41.0,3.5,2.5,5.0,0.2,2.0,50.0,45.0,0.7,128.0,287.9,0.12,1.0,0.0,0.0,200.0,0.08,0.05,0.7,2.0,100.0,Olahan,Kacang,DABM-1964
CP061,"Tahu, mentah",82.2,80.0,10.9,4.7,0.8,0.1,1.4,223.0,183.0,3.4,2.0,50.6,0.19,0.8,0.0,118.0,0.0,0.01,0.08,0.1,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP062,Tahu goreng,77.3,115.0,9.7,8.5,2.5,0.1,2.0,229.0,200.0,4.1,7.0,68.2,0.09,1.3,0.0,0.0,0.0,0.01,0.24,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP063,Tahu telur,41.8,328.0,12.6,19.9,24.6,0.4,1.1,492.0,238.0,4.9,755.0,0.0,0.0,0.0,73.0,0.0,1.86,0.42,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGMS-1993
CP064,Takwa,72.2,148.0,13.8,8.5,4.0,0.0,1.6,140.0,214.0,8.5,3.0,79.0,0.3,1.3,0.0,0.0,920.0,0.2,0.1,0.8,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP065,Tauco,54.0,184.0,11.4,5.5,22.2,1.9,6.9,72.0,463.0,6.0,1.766,233.0,0.39,1.0,0.0,0.0,664.0,0.32,0.2,0.8,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP066,"Tauco cap beruang, cake",11.4,347.0,7.4,5.2,67.6,3.2,8.4,63.0,106.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.35,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP067,"Tauco cap DAS, cake",10.2,358.0,7.5,4.3,70.4,3.1,7.6,94.0,94.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.29,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP068,Tauco cap meong,59.7,159.0,7.4,4.9,21.3,1.6,6.7,183.0,84.0,10.1,1.547,204.1,0.34,0.9,0.0,0.0,472.0,0.46,0.18,0.7,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP069,Tauji cap singa,30.4,277.0,9.1,4.7,49.6,1.2,6.2,68.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.15,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP070,Tempe bongkrek,72.5,119.0,4.4,3.5,18.3,0.0,146.3,27.0,100.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,Olahan,Kacang,DABM-1964
CP071,Tempe gembus P3G,81.9,73.0,5.7,1.3,10.3,4.2,0.8,204.0,80.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.09,0.1,0.9,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP072,Tempe gembus yogya,80.7,76.0,6.8,0.7,10.6,5.3,1.1,76.0,142.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.01,0.1,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP073,Tempe kacang babi,64.0,139.0,12.5,0.8,21.9,1.8,1.2,68.0,182.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.1,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP074,Tempe kecipir (kacang belimbing),58.2,212.0,17.5,10.0,12.9,2.9,1.4,186.0,160.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP075,Tempe kedelai + jagung,70.6,143.0,12.0,5.5,11.4,1.9,0.6,155.0,156.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.33,0.15,1.2,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP076,"Tempe kedelai murni, goreng",36.8,350.0,24.5,26.6,10.4,4.2,1.8,202.0,296.0,4.9,22.0,626.7,0.8,2.5,0.0,0.0,78.0,0.24,0.6,3.3,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP077,"Tempe kedelai murni, mentah",55.3,201.0,20.8,8.8,13.5,1.4,1.6,155.0,326.0,4.0,9.0,234.0,0.57,1.7,0.0,0.0,0.0,0.19,0.59,4.9,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP078,Tempe koro benguk,64.0,141.0,10.2,1.3,23.2,0.0,1.3,42.0,15.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,100.0,Olahan,Kacang,DABM-1964
CP079,Tempe lamtoro,66.8,128.0,10.7,0.5,21.3,7.1,0.7,203.0,108.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.17,0.0,0.0,2.0,100.0,Olahan,Kacang,KZGPI-1990
CP080,Tempe lamtoro var. gung dengan kulit,65.1,146.0,11.7,2.3,19.6,7.6,1.3,128.0,41.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.19,0.0,1.4,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP081,Tempe lamtoro var. gung tanpa kulit,67.1,131.0,18.0,0.8,13.0,1.3,1.1,95.0,154.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.2,0.02,2.6,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP082,Tempe pasar,68.3,150.0,14.0,7.7,9.1,1.4,0.9,517.0,202.0,1.5,7.0,165.9,0.4,1.2,0.0,0.0,0.0,0.17,0.44,3.6,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP083,Tempe pasar goreng,42.9,336.0,20.0,28.0,7.8,3.4,1.3,156.0,350.0,3.0,20.0,566.2,0.8,2.2,0.0,0.0,10.0,0.1,0.5,3.0,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP084,Tepung hunkwe (pati kacang ijo),10.0,364.0,4.5,1.0,83.5,16.1,1.0,50.0,100.0,1.0,15.0,0.0,0.93,2.7,0.0,0.0,0.0,0.0,0.23,2.2,0.0,100.0,Olahan,Kacang,DABM-1964
CP085,Tepung Jalejo,10.0,388.0,19.0,7.5,61.2,5.8,2.3,101.0,663.0,2.0,3.0,712.0,0.6,1.9,0.0,1.0,0.1,0.02,0.7,1.6,9.0,100.0,Olahan,Kacang,BKP
CP086,Tepung kacang kedelai,9.0,347.0,35.9,20.6,29.9,5.8,4.0,195.0,544.0,8.4,52.0,0.0,0.0,2.6,0.0,0.0,140.0,0.77,0.32,2.1,0.0,100.0,Olahan,Kacang,DABM-1964
CR001,"Kacang arab, kering",11.6,330.0,23.8,1.4,60.2,17.4,3.0,57.0,388.0,4.7,24.0,874.3,0.85,3.4,0.0,40.0,140.0,0.77,0.21,1.5,2.0,100.0,Tunggal,Kacang,DABM-1964
CR002,"Kacang babi, kering",11.6,341.0,30.4,3.2,51.3,4.5,3.5,178.0,521.0,6.8,13.0,0.0,0.82,3.1,0.0,0.0,87.0,0.23,0.33,2.8,0.0,80.0,Tunggal,Kacang,KZGPI-1990
CR003,"Kacang belimbing (kecipir), kering",10.4,400.0,34.4,16.9,34.1,10.7,4.2,468.0,182.0,6.8,37.0,955.0,2.82,2.0,0.0,0.0,0.0,0.3,0.44,3.0,0.0,100.0,Tunggal,Kacang,KZGPI-1990
CR004,"Kacang beracun, segar",72.1,118.0,4.4,1.5,21.6,0.0,0.4,50.0,50.0,1.7,10.0,40.0,0.3,1.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,Tunggal,Kacang,KZGMI-2001
CR005,"Kacang bogor, kering",10.0,370.0,16.0,6.0,65.0,26.3,3.0,85.0,264.0,4.2,44.0,868.8,1.48,2.7,0.0,0.0,0.0,0.18,0.26,0.0,0.0,100.0,Tunggal,Kacang,DABM-1964
CR006,"Kacang bogor, segar",60.8,165.0,7.7,3.1,27.4,2.5,1.0,96.0,126.0,5.3,6.0,537.0,0.41,1.2,0.0,29.0,0.0,0.32,0.35,2.7,0.0,100.0,Tunggal,Kacang,KZGPI-1990
CR007,"Kacang endel, biji, kering",14.0,331.0,25.0,1.0,58.0,23.6,2.0,80.0,400.0,5.0,12.0,0.0,0.68,2.7,0.0,0.0,0.0,0.3,0.75,2.3,0.0,95.0,Tunggal,Kacang,DABM-1964
CR008,"Kacang ercis, segar",67.6,129.0,12.4,0.7,18.3,28.6,1.0,40.0,130.0,2.3,4.0,310.0,0.3,2.1,0.0,212.0,0.0,0.29,0.05,2.7,0.0,45.0,Tunggal,Kacang,KZGMI-2001
CR009,"Kacang galing, segar",12.0,336.0,23.1,1.7,59.5,0.0,3.8,80.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,95.0,Tunggal,Kacang,DABM-1964
CR010,"Kacang gude, biji, kering",16.1,316.0,20.7,1.0,58.0,4.6,4.2,146.0,445.0,4.7,16.0,0.0,0.99,2.7,0.0,19.0,0.0,0.3,0.19,2.4,0.0,100.0,Tunggal,Kacang,KZGPI-1990
CR011,"Kacang gude, biji, segar",70.3,114.0,7.0,0.6,20.8,4.4,2.3,3.0,122.0,1.5,4.0,480.5,0.12,0.9,0.0,0.0,70.0,0.37,0.07,0.8,43.0,100.0,Tunggal,Kacang,DABM-1964
CR012,"Kacang hijau var. bakti, kering",7.4,350.0,17.1,1.8,70.7,5.7,3.1,94.0,315.0,4.9,46.0,893.9,1.52,3.1,0.0,171.0,235.0,0.4,0.27,2.6,11.0,100.0,Tunggal,Kacang,KZGPI-1990
CR013,"Kacang hijau var. siwalik, kering",8.8,339.0,20.8,2.1,64.6,7.4,3.7,122.0,136.0,4.9,45.0,880.4,1.5,3.1,0.0,168.0,321.0,0.45,0.27,2.6,0.0,100.0,Tunggal,Kacang,KZGPI-1990
CR014,"Kacang hijau, kering",15.5,323.0,22.9,1.5,56.8,7.5,3.3,223.0,319.0,7.5,42.0,815.7,1.9,2.9,0.0,156.0,223.0,0.46,0.15,1.5,10.0,100.0,Tunggal,Kacang,KZGPI-1990
CR015,"Kacang hitam, kering",12.5,346.0,16.6,1.7,66.1,22.8,3.1,70.0,300.0,4.7,3.0,0.0,0.9,3.5,0.0,28.0,0.0,0.16,0.1,2.1,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR016,"Kacang kapri, segar",74.3,98.0,6.7,0.4,17.7,6.2,0.9,22.0,122.0,1.9,6.0,296.6,0.21,1.5,0.0,0.0,680.0,0.34,0.16,2.5,26.0,45.0,Tunggal,Kacang,DABM-1964
CR017,"Kacang kedelai, kering",12.7,381.0,40.4,16.7,24.9,3.2,5.5,222.0,682.0,10.0,210.0,713.4,1.58,3.9,0.0,237.0,31.0,0.52,0.12,1.2,0.0,100.0,Tunggal,Kacang,KZGPI-1990
CR018,"Kacang kedelai, segar",20.0,286.0,30.2,15.6,30.1,0.0,4.1,196.0,506.0,6.9,28.0,870.9,1.24,3.6,0.0,0.0,95.0,0.93,0.26,1.8,0.0,100.0,Tunggal,Kacang,DABM-1964
CR019,"Kacang kincai, kering",4.2,444.0,19.9,16.0,55.0,0.0,4.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.9,0.0,0.0,Tunggal,Kacang,KZGMI-2001
CR020,"Kacang komak, segar",20.9,327.0,16.4,4.3,55.8,0.5,2.6,74.0,282.0,4.0,22.0,0.0,0.9,2.1,0.0,0.0,0.0,0.99,0.12,0.1,0.0,45.0,Tunggal,Kacang,KZGMI-2001
CR021,"Kacang kuning, kering",11.7,355.0,17.0,2.5,66.0,15.1,2.8,140.0,220.0,5.8,1.0,0.0,0.7,3.2,0.0,58.0,0.0,0.47,0.08,1.9,0.0,0.0,Tunggal,Kacang,KZGMI-2001
CR022,"Kacang lebui /iris, kering",11.8,346.0,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,0.0,1.5,3.3,0.0,64.0,0.0,0.62,0.2,0.0,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR023,"Kacang mentega, kering",13.7,344.0,16.7,2.1,64.6,13.0,2.9,110.0,300.0,6.7,1.0,10.0,0.7,2.5,0.0,0.1,0.0,0.21,0.07,1.2,0.0,0.0,Tunggal,Kacang,KZGMI-2001
CR024,"Kacang merah/banda, kering",13.0,350.0,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,0.0,0.0,42.0,0.0,137.0,0.0,0.15,0.76,0.3,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR025,"Kacang merah tua, kering",12.3,280.0,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,0.0,0.0,0.69,2.8,0.0,0.0,0.0,0.1,0.08,2.0,6.0,100.0,Tunggal,Kacang,KZGPI-l990
CR026,"Kacang merah, kering",17.7,314.0,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,0.0,0.65,2.6,0.0,0.0,0.0,0.4,0.72,2.2,0.0,100.0,Tunggal,Kacang,KZGPI-l990
CR027,"Kacang merah, segar",57.2,171.0,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.34,1.4,0.0,0.0,10.0,0.15,0.15,1.1,0.0,100.0,Tunggal,Kacang,KZGPI-l990
CR028,"Kacang mete/biji jambu monyet, segar",4.6,616.0,16.3,48.4,28.7,0.9,2.0,26.0,521.0,3.8,26.0,692.0,4.7,4.1,0.0,5.0,0.0,0.64,0.03,0.0,0.0,69.0,Tunggal,Kacang,KZGMI-2001
CR029,"Kacang panjang, biji, kering",12.2,357.0,17.3,1.5,68.6,10.6,0.4,163.0,437.0,6.9,16.0,0.0,0.35,2.8,0.0,2.182,0.0,0.57,0.98,7.1,2.0,100.0,Tunggal,Kacang,DABM-1964
CR030,Kacang tanah sangan,1.2,560.0,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.69,2.1,0.0,0.0,0.0,0.31,0.3,15.5,0.0,100.0,Tunggal,Kacang,KZGPI-l990
CR031,Kacang tanah sangan tanpa selaput,2.6,559.0,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.4,1.7,0.0,0.0,0.0,0.3,29.47,8.0,0.0,100.0,Tunggal,Kacang,DABM-1964
